Emotion,Sentence
Happy,"আলহামদুলিল্লাহ্‌,,,,,,,,,,আমি পুলিশ ভাইয়াদের বলছি তারা যেন সবার মুখ উজ্জ্বল করতে পারেন ।"
Happy,"আলহামদুলিল্লাহ, ধন্যবাদ সংবাদ মাধ্যম এবং ধন্যবাদ প্রশাসনকে ।"
Happy,খুব ভালো লেগেছে । সাধুবাদ সংশ্লিষ্ট সকলকে
Surprise,অপহরণকারীর খবর কোথায় ?
Surprise,পুলিশ সবই পারে । তবে তাদের চালানোর জন্য সাংবাদিকদের চাবুক মারতে লাগে।
Sad,পুলিশকে ধন্যবাদ জানাই। তারা যে দক্ষ তাতে সন্দেহ নেই কিন্তু রাজনীতি তাদের নষ্ট করে দিচ্ছে।
Happy,ভালো সংবাদ। প্রথম আলোকে অনেক ধন্যবাদ। সম্ভব হলে উদ্ধারকৃত সুমাইয়ার ছবি ছাপাবেন। মা-বাবার ছবিসহ।
Happy,অভিনন্দন বাংলাদেশ পুলিশ!
Happy,আইনশৃঙ্খলা রক্ষাকারী বাহিনীগুলো জনগণের সবচেয়ে আস্থার জায়গা হওয়া উচিৎ। কিন্তু নানা কারণে এই বাহিনীগুলোর সাথে জনগণের দূরত্ব সৃষ্টি হয়েছে। আশা করি এই ঘটনায় আইনশৃঙ্খলা রক্ষাকারী বাহিনীগুলোর প্রতি জনগণের হারানো আস্থা ফিরে আসবে। শিশু সুমাইয়ার জন্য ভালবাসা.........
Happy,আলহামদুলিল্লাহ্‌। আর সেই সাথে উদ্ধারকারী পুলিশ বাহিনীর সকল ভাইকে আন্তরিক ধন্যবাদ।
Sad,গত দ‌িনের খবর জ‌েনে কষ্ট প‌েয়েছ‌িলাম।
Happy,শ‌িশুট‌িক‌ে উদ্ধার করেছে পুলিশ জ‌েনে খুশ‌ি হলাম।
Happy,প্রথম আল‌োকে ধন্যবাদ সকল তথ্য দ‌েওয়ার জন্য।
Happy,"যেসব পুলিশ এই কাজটি সম্পন্ন করেছেন, তাঁদের অনেক অনেক ধন্যবাদ। তাঁদের জন্য দোয়া রইলো-তাঁরা যেন সবসময় সাধারণ মানুষের পাশে থাকতে থাকতে পারেন, আর মানবসেবায় জীবনের প্রতিটি কাজে যেন সফল হন। তবে এখানে একটা জিনিস জানতে পারলামনা-সুমাইয়ার অবস্থা এখন কেমন?"
Happy,গুড! পুলিশ চাইলে-ই পারে!
Sad,"মুক্তিযুদ্ধের মূলমন্ত্র বাংলাদেশের জনগণের জন্য সাম্য, এটা শুধুই কেতাবে আছে বাস্তবে নেই।"
